Year,Destination,Origin,Refugees,AsylumSeekers,ReturnedRefugees,IDPs,ReturnedIDPs,StatelessPersons,Others,Total
2011,Ecuador,"Syrian Arab Rep.",11,0,,,,,,11
2011,Egypt,"Syrian Arab Rep.",9,85,,,,,,94
2011,Spain,"Syrian Arab Rep.",32,0,,,,,,32
2011,Finland,"Syrian Arab Rep.",86,75,,,,,,161
2011,France,"Syrian Arab Rep.",351,0,,,,,,351
2011,"United Kingdom","Syrian Arab Rep.",693,339,,,,,,1032
2011,Greece,"Syrian Arab Rep.",10,0,,,,,,10
2011,Croatia,"Syrian Arab Rep.",,4,,,,,,4
2011,Hungary,"Syrian Arab Rep.",42,0,,,,,,42
2011,Indonesia,"Syrian Arab Rep.",,7,,,,,,7
2011,India,"Syrian Arab Rep.",,1,,,,,,1
2011,Ireland,"Syrian Arab Rep.",27,18,,,,,,45
2011,"Iran (Islamic Rep. of)","Syrian Arab Rep.",,0,,,,,,
2011,Iraq,"Syrian Arab Rep.",323,1391,,,,,,1714
2011,Iceland,"Syrian Arab Rep.",1,0,,,,,,1
2011,Israel,"Syrian Arab Rep.",,0,,,,,,
2011,Italy,"Syrian Arab Rep.",262,0,,,,,,262
2011,Jordan,"Syrian Arab Rep.",193,2618,,,,,,2811
2011,Japan,"Syrian Arab Rep.",,0,,,,,,
2011,Kazakhstan,"Syrian Arab Rep.",,2,,,,,,2
2011,Kyrgyzstan,"Syrian Arab Rep.",9,11,,,,,,20
2011,"Rep. of Korea","Syrian Arab Rep.",,2,,,,,,2
2011,Kuwait,"Syrian Arab Rep.",10,10,,,,,,20
2011,Lebanon,"Syrian Arab Rep.",124,367,,,,,,491
2011,Lebanon,"Syrian Arab Rep.",,,,,,,4840,4840
2011,"Sri Lanka","Syrian Arab Rep.",1,0,,,,,,1
2011,Lithuania,"Syrian Arab Rep.",4,0,,,,,,4
2011,Luxembourg,"Syrian Arab Rep.",,0,,,,,,
2011,Latvia,"Syrian Arab Rep.",4,11,,,,,,15
2011,"Macao SAR, China","Syrian Arab Rep.",,4,,,,,,4
2011,Morocco,"Syrian Arab Rep.",,5,,,,,,5
2011,"Rep. of Moldova","Syrian Arab Rep.",11,10,,,,,,21
2011,"The former Yugoslav Republic of Macedonia","Syrian Arab Rep.",,0,,,,,,
2011,Malta,"Syrian Arab Rep.",80,72,,,,,,152
2011,Montenegro,"Syrian Arab Rep.",,0,,,,,,
2011,Malaysia,"Syrian Arab Rep.",4,8,,,,,,12
2011,Netherlands,"Syrian Arab Rep.",1064,231,,,,,,1295
2011,Norway,"Syrian Arab Rep.",171,336,,,,,,507
2011,"New Zealand","Syrian Arab Rep.",35,2,,,,,,37
2011,Oman,"Syrian Arab Rep.",7,4,,,,,,11
2011,Pakistan,"Syrian Arab Rep.",8,2,,,,,,10
2011,Panama,"Syrian Arab Rep.",,2,,,,,,2
2011,Philippines,"Syrian Arab Rep.",,2,,,,,,2
2011,Poland,"Syrian Arab Rep.",10,10,,,,,,20
2011,Qatar,"Syrian Arab Rep.",8,,,,,,,8
2011,Romania,"Syrian Arab Rep.",20,27,,,,,,47
2011,"Russian Federation","Syrian Arab Rep.",4,12,,,,,,16
2011,"Saudi Arabia","Syrian Arab Rep.",14,12,,,,,,26
2011,"Serbia and Kosovo (S/RES/1244 (1999))","Syrian Arab Rep.",,0,,,,,,
2011,Slovakia,"Syrian Arab Rep.",23,0,,,,,,23
2011,Slovenia,"Syrian Arab Rep.",,6,,,,,,6
2011,Sweden,"Syrian Arab Rep.",1206,485,,,,,,1691
2011,"Syrian Arab Rep.","Syrian Arab Rep.",,,,,,231000,,231000
2011,Chad,"Syrian Arab Rep.",3,0,,,,,,3
2011,Togo,"Syrian Arab Rep.",1,0,,,,,,1
2011,Thailand,"Syrian Arab Rep.",,8,,,,,,8
2011,Tunisia,"Syrian Arab Rep.",11,0,,,,,,11
2011,Turkey,"Syrian Arab Rep.",19,205,,,,,9270,9494
2011,Ukraine,"Syrian Arab Rep.",43,176,,,,,,219
2011,"United States of America","Syrian Arab Rep.",373,112,,,,,,485
2011,Yemen,"Syrian Arab Rep.",42,24,,,,,,66
2012,Afghanistan,"Syrian Arab Rep.",1,0,,,,,,1
2012,Angola,"Syrian Arab Rep.",,1,,,,,,1
2012,Albania,"Syrian Arab Rep.",,3,,,,,,3
2012,"United Arab Emirates","Syrian Arab Rep.",16,14,,,,,,30
2012,Argentina,"Syrian Arab Rep.",40,9,,,,,,49
2012,Armenia,"Syrian Arab Rep.",136,340,,,,,5500,5976
2012,Australia,"Syrian Arab Rep.",204,74,,,,,,278
2012,Austria,"Syrian Arab Rep.",1675,694,,,,,,2369
2012,Azerbaijan,"Syrian Arab Rep.",3,6,,,,,,9
2012,Belgium,"Syrian Arab Rep.",355,938,,,,,,1293
2012,Benin,"Syrian Arab Rep.",1,0,,,,,,1
2012,Bulgaria,"Syrian Arab Rep.",97,0,,,,,,97
2012,Bahrain,"Syrian Arab Rep.",,3,,,,,,3
2012,"Bosnia and Herzegovina","Syrian Arab Rep.",5,26,,,,,,31
2012,Belarus,"Syrian Arab Rep.",,11,,,,,,11
2012,Brazil,"Syrian Arab Rep.",42,67,,,,,,109
2012,Canada,"Syrian Arab Rep.",533,404,,,,,,937
2012,Switzerland,"Syrian Arab Rep.",1391,1692,,,,,,3083
2012,Chile,"Syrian Arab Rep.",,5,,,,,,5
2012,China,"Syrian Arab Rep.",,0,,,,,,
2012,Cameroon,"Syrian Arab Rep.",1,3,,,,,,4
2012,Colombia,"Syrian Arab Rep.",1,2,,,,,,3
2012,"Costa Rica","Syrian Arab Rep.",,2,,,,,,2
2012,Cuba,"Syrian Arab Rep.",11,3,,,,,,14
2012,Cyprus,"Syrian Arab Rep.",139,946,,,,,,1085
2012,"Czech Rep.","Syrian Arab Rep.",54,70,,,,,,124
2012,Germany,"Syrian Arab Rep.",18165,5986,,,,,,24151
2012,Denmark,"Syrian Arab Rep.",1903,115,,,,,,2018
2012,"Dominican Rep.","Syrian Arab Rep.",7,0,,,,,,7
2012,Algeria,"Syrian Arab Rep.",,236,,,,,,236
2012,Ecuador,"Syrian Arab Rep.",11,0,,,,,,11
2012,Egypt,"Syrian Arab Rep.",12836,0,,,,,,12836
2012,Spain,"Syrian Arab Rep.",32,320,,,,,,352
2012,Estonia,"Syrian Arab Rep.",,0,,,,,,
2012,Finland,"Syrian Arab Rep.",218,110,,,,,,328
2012,France,"Syrian Arab Rep.",640,0,,,,,,640
2012,"United Kingdom","Syrian Arab Rep.",1717,389,,,,,,2106
2012,Georgia,"Syrian Arab Rep.",141,16,,,,,,157
2012,Ghana,"Syrian Arab Rep.",,2,,,,,,2
2012,Greece,"Syrian Arab Rep.",20,0,,,,,,20
2012,"China, Macao SAR","Syrian Arab Rep.",,1,,,,,,1
2012,Croatia,"Syrian Arab Rep.",12,40,,,,,,52
2012,Hungary,"Syrian Arab Rep.",86,0,,,,,,86
2012,Indonesia,"Syrian Arab Rep.",5,48,,,,,,53
2012,India,"Syrian Arab Rep.",6,5,,,,,,11
2012,Ireland,"Syrian Arab Rep.",38,15,,,,,,53
2012,Iraq,"Syrian Arab Rep.",63586,1185,,,,,,64771
2012,Iceland,"Syrian Arab Rep.",2,2,,,,,,4
2012,Israel,"Syrian Arab Rep.",,0,,,,,,
2012,Italy,"Syrian Arab Rep.",445,507,,,,,,952
2012,Jordan,"Syrian Arab Rep.",238798,491,,,,,,239289
2012,Japan,"Syrian Arab Rep.",,18,,,,,,18
2012,Kazakhstan,"Syrian Arab Rep.",,12,,,,,,12
2012,Kyrgyzstan,"Syrian Arab Rep.",7,34,,,,,,41
2012,Cambodia,"Syrian Arab Rep.",,1,,,,,,1
2012,"Rep. of Korea","Syrian Arab Rep.",,146,,,,,,146
2012,Kuwait,"Syrian Arab Rep.",15,8,,,,,,23
2012,Lebanon,"Syrian Arab Rep.",126939,242,,,,,,127181
2012,Libya,"Syrian Arab Rep.",,3794,,,,,,3794
2012,Liechtenstein,"Syrian Arab Rep.",,0,,,,,,
2012,"Sri Lanka","Syrian Arab Rep.",1,,,,,,,1
2012,Lithuania,"Syrian Arab Rep.",5,5,,,,,,10
2012,Luxembourg,"Syrian Arab Rep.",,0,,,,,,
2012,Latvia,"Syrian Arab Rep.",17,15,,,,,,32
2012,"Macao SAR, China","Syrian Arab Rep.",,1,,,,,,1
2012,Morocco,"Syrian Arab Rep.",,842,,,,,,842
2012,"Rep. of Moldova","Syrian Arab Rep.",55,33,,,,,,88
2012,Mexico,"Syrian Arab Rep.",2,0,,,,,,2
2012,"The former Yugoslav Republic of Macedonia","Syrian Arab Rep.",,1,,,,,,1
2012,Malta,"Syrian Arab Rep.",191,139,,,,,,330
2012,Montenegro,"Syrian Arab Rep.",,7,,,,,,7
2012,Malaysia,"Syrian Arab Rep.",4,83,,,,,,87
2012,Niger,"Syrian Arab Rep.",,6,,,,,,6
2012,Nigeria,"Syrian Arab Rep.",,1,,,,,,1
2012,Netherlands,"Syrian Arab Rep.",1449,231,,,,,,1680
2012,Norway,"Syrian Arab Rep.",565,306,,,,,,871
2012,Nepal,"Syrian Arab Rep.",,0,,,,,,
2012,"New Zealand","Syrian Arab Rep.",41,3,,,,,,44
2012,Oman,"Syrian Arab Rep.",7,4,,,,,,11
2012,Pakistan,"Syrian Arab Rep.",11,0,,,,,,11
2012,Panama,"Syrian Arab Rep.",,0,,,,,,
2012,Philippines,"Syrian Arab Rep.",,5,,,,,,5
2012,Poland,"Syrian Arab Rep.",17,83,,,,,,100
2012,Portugal,"Syrian Arab Rep.",,9,,,,,,9
2012,Qatar,"Syrian Arab Rep.",8,1,,,,,,9
2012,Romania,"Syrian Arab Rep.",152,10,,,,,,162
2012,"Russian Federation","Syrian Arab Rep.",53,91,,,,,1400,1544
2012,"Saudi Arabia","Syrian Arab Rep.",14,12,,,,,,26
2012,Sudan,"Syrian Arab Rep.",,32,,,,,,32
2012,"Serbia and Kosovo (S/RES/1244 (1999))","Syrian Arab Rep.",,49,,,,,,49
2012,Slovakia,"Syrian Arab Rep.",24,0,,,,,,24
2012,Slovenia,"Syrian Arab Rep.",2,8,,,,,,10
2012,Sweden,"Syrian Arab Rep.",6051,3751,,,,,,9802
2012,"Syrian Arab Rep.","Syrian Arab Rep.",,,,2016500,,221000,,2237500
2012,Chad,"Syrian Arab Rep.",4,0,,,,,,4
2012,Togo,"Syrian Arab Rep.",1,8,,,,,,9
2012,Thailand,"Syrian Arab Rep.",10,60,,,,,,70
2012,Tunisia,"Syrian Arab Rep.",6,30,,,,,,36
2012,Turkey,"Syrian Arab Rep.",248466,200,68573,,,,,317239
2012,"United Rep. of Tanzania","Syrian Arab Rep.",,1,,,,,,1
2012,Uganda,"Syrian Arab Rep.",,1,,,,,,1
2012,Ukraine,"Syrian Arab Rep.",63,453,,,,,,516
2012,"United States of America","Syrian Arab Rep.",1425,367,,,,,,1792
2012,Yemen,"Syrian Arab Rep.",42,131,,,,,,173
2012,"South Africa","Syrian Arab Rep.",2,8,,,,,,10
2013,Angola,"Syrian Arab Rep.",,1,,,,,,1
2013,Albania,"Syrian Arab Rep.",,15,,,,,,15
2013,"United Arab Emirates","Syrian Arab Rep.",16,14,,,,,,30
2013,Argentina,"Syrian Arab Rep.",159,12,,,,,,171
2013,Armenia,"Syrian Arab Rep.",11090,42,,,,,,11132
2013,"Antigua and Barbuda","Syrian Arab Rep.",,1,,,,,,1
2013,Australia,"Syrian Arab Rep.",265,139,,,,,,404
2013,Austria,"Syrian Arab Rep.",2748,1561,,,,,,4309
2013,Azerbaijan,"Syrian Arab Rep.",9,6,,,,,,15
2013,Belgium,"Syrian Arab Rep.",1987,378,,,,,,2365
2013,Benin,"Syrian Arab Rep.",1,0,,,,,,1
2013,Bulgaria,"Syrian Arab Rep.",2104,2500,,,,,,4604
2013,Bahrain,"Syrian Arab Rep.",,0,,,,,,
2013,"Bosnia and Herzegovina","Syrian Arab Rep.",48,18,,,,,,66
2013,Belarus,"Syrian Arab Rep.",35,25,,,,,,60
2013,Belize,"Syrian Arab Rep.",,0,,,,,,
2013,"Bolivia (Plurinational State of)","Syrian Arab Rep.",3,0,,,,,,3
2013,Brazil,"Syrian Arab Rep.",333,70,,,,,,403
2013,Barbados,"Syrian Arab Rep.",1,0,,,,,,1
2013,Canada,"Syrian Arab Rep.",592,435,,,,,,1027
2013,Switzerland,"Syrian Arab Rep.",2012,2849,,,,,,4861
2013,Chile,"Syrian Arab Rep.",5,5,,,,,,10
2013,China,"Syrian Arab Rep.",,1,,,,,,1
2013,"Côte d'Ivoire","Syrian Arab Rep.",2,12,,,,,,14
2013,Cameroon,"Syrian Arab Rep.",1,7,,,,,,8
2013,"Dem. Rep. of the Congo","Syrian Arab Rep.",,2,,,,,,2
2013,Colombia,"Syrian Arab Rep.",2,1,,,,,,3
2013,"Costa Rica","Syrian Arab Rep.",1,4,,,,,,5
2013,Cuba,"Syrian Arab Rep.",24,0,,,,,,24
2013,Curaçao,"Syrian Arab Rep.",1,,,,,,,1
2013,Cyprus,"Syrian Arab Rep.",316,1319,,,,,,1635
2013,"Czech Rep.","Syrian Arab Rep.",149,25,,,,,,174
2013,Germany,"Syrian Arab Rep.",21253,10566,,,,,,31819
2013,Djibouti,"Syrian Arab Rep.",,1,,,,,,1
2013,Denmark,"Syrian Arab Rep.",3271,86,,,,,,3357
2013,"Dominican Rep.","Syrian Arab Rep.",3,,4,,,,,7
2013,Algeria,"Syrian Arab Rep.",,1080,,,,,,1080
2013,Ecuador,"Syrian Arab Rep.",11,4,,,,,,15
2013,Egypt,"Syrian Arab Rep.",131659,,,,,,,131659
2013,Spain,"Syrian Arab Rep.",180,743,,,,,,923
2013,Estonia,"Syrian Arab Rep.",2,10,,,,,,12
2013,Finland,"Syrian Arab Rep.",352,77,,,,,,429
2013,France,"Syrian Arab Rep.",1474,343,,,,,,1817
2013,"United Kingdom","Syrian Arab Rep.",3169,641,,,,,,3810
2013,Georgia,"Syrian Arab Rep.",516,26,,,,,,542
2013,Ghana,"Syrian Arab Rep.",1,55,,,,,,56
2013,Greece,"Syrian Arab Rep.",195,1665,,,,,,1860
2013,Greece,"Syrian Arab Rep.",,,,,,,8000,8000
2013,"China, Macao SAR","Syrian Arab Rep.",,2,,,,,,2
2013,Croatia,"Syrian Arab Rep.",22,37,,,,,,59
2013,Hungary,"Syrian Arab Rep.",141,184,,,,,,325
2013,Indonesia,"Syrian Arab Rep.",36,43,,,,,,79
2013,India,"Syrian Arab Rep.",18,12,,,,,,30
2013,Ireland,"Syrian Arab Rep.",71,15,,,,,,86
2013,Iraq,"Syrian Arab Rep.",212809,1164,,,,,,213973
2013,Iceland,"Syrian Arab Rep.",7,11,,,,,,18
2013,Israel,"Syrian Arab Rep.",1,,,,,,,1
2013,Italy,"Syrian Arab Rep.",840,278,,,,,,1118
2013,Jamaica,"Syrian Arab Rep.",2,0,,,,,,2
2013,Jordan,"Syrian Arab Rep.",585304,0,,,,,,585304
2013,Japan,"Syrian Arab Rep.",26,0,,,,,,26
2013,Kazakhstan,"Syrian Arab Rep.",7,22,,,,,,29
2013,Kyrgyzstan,"Syrian Arab Rep.",14,78,,,,,,92
2013,Cambodia,"Syrian Arab Rep.",,1,,,,,,1
2013,"Rep. of Korea","Syrian Arab Rep.",,431,,,,,,431
2013,Kuwait,"Syrian Arab Rep.",13,8,,,,,,21
2013,Lebanon,"Syrian Arab Rep.",851284,331,1,,,,,851616
2013,Liberia,"Syrian Arab Rep.",,8,,,,,,8
2013,Libya,"Syrian Arab Rep.",16796,,,,,,,16796
2013,"Saint Lucia","Syrian Arab Rep.",1,0,,,,,,1
2013,Liechtenstein,"Syrian Arab Rep.",,0,,,,,,
2013,"Sri Lanka","Syrian Arab Rep.",,0,,,,,,
2013,Lithuania,"Syrian Arab Rep.",18,3,,,,,,21
2013,Luxembourg,"Syrian Arab Rep.",5,23,,,,,,28
2013,Latvia,"Syrian Arab Rep.",33,12,,,,,,45
2013,"Macao SAR, China","Syrian Arab Rep.",,1,,,,,,1
2013,Morocco,"Syrian Arab Rep.",856,0,,,,,,856
2013,"Rep. of Moldova","Syrian Arab Rep.",139,27,,,,,,166
2013,Mexico,"Syrian Arab Rep.",13,0,,,,,,13
2013,"The former Yugoslav Republic of Macedonia","Syrian Arab Rep.",,205,,,,,,205
2013,Malta,"Syrian Arab Rep.",776,102,,,,,,878
2013,Montenegro,"Syrian Arab Rep.",,60,,,,,,60
2013,Mongolia,"Syrian Arab Rep.",,3,,,,,,3
2013,Mauritania,"Syrian Arab Rep.",5,41,,,,,,46
2013,Malaysia,"Syrian Arab Rep.",101,720,,,,,,821
2013,Niger,"Syrian Arab Rep.",6,1,,,,,,7
2013,Nigeria,"Syrian Arab Rep.",9,10,,,,,,19
2013,Netherlands,"Syrian Arab Rep.",3404,0,,,,,,3404
2013,Norway,"Syrian Arab Rep.",1311,259,,,,,,1570
2013,"New Zealand","Syrian Arab Rep.",43,7,,,,,,50
2013,Oman,"Syrian Arab Rep.",7,4,,,,,,11
2013,Pakistan,"Syrian Arab Rep.",13,0,,,,,,13
2013,Peru,"Syrian Arab Rep.",3,0,,,,,,3
2013,Philippines,"Syrian Arab Rep.",7,21,,,,,,28
2013,Poland,"Syrian Arab Rep.",108,100,,,,,,208
2013,Portugal,"Syrian Arab Rep.",14,8,,,,,,22
2013,Qatar,"Syrian Arab Rep.",8,0,,,,,,8
2013,Romania,"Syrian Arab Rep.",932,91,,,,,,1023
2013,"Russian Federation","Syrian Arab Rep.",1163,839,,,,,1400,3402
2013,"Saudi Arabia","Syrian Arab Rep.",14,12,,,,,,26
2013,Sudan,"Syrian Arab Rep.",84,224,,,,,,308
2013,Senegal,"Syrian Arab Rep.",,4,,,,,,4
2013,Somalia,"Syrian Arab Rep.",,8,,,,,,8
2013,"Serbia and Kosovo (S/RES/1244 (1999))","Syrian Arab Rep.",3,60,,,,,,63
2013,"South Sudan","Syrian Arab Rep.",,1,,,,,,1
2013,Slovakia,"Syrian Arab Rep.",26,0,,,,,,26
2013,Slovenia,"Syrian Arab Rep.",9,2,,,,,,11
2013,Sweden,"Syrian Arab Rep.",17984,6808,,,,,,24792
2013,"Syrian Arab Rep.","Syrian Arab Rep.",,,,6520800,,160000,,6680800
2013,Chad,"Syrian Arab Rep.",15,2,,,,,,17
2013,Togo,"Syrian Arab Rep.",,1,,,,,,1
2013,Thailand,"Syrian Arab Rep.",44,144,,,,,,188
2013,"Trinidad and Tobago","Syrian Arab Rep.",1,0,,,,,,1
2013,Tunisia,"Syrian Arab Rep.",164,,,,,,,164
2013,Turkey,"Syrian Arab Rep.",585601,110,140756,,,,,726467
2013,"United Rep. of Tanzania","Syrian Arab Rep.",,6,,,,,,6
2013,Uganda,"Syrian Arab Rep.",,8,,,,,,8
2013,Ukraine,"Syrian Arab Rep.",167,591,,,,,,758
2013,Uruguay,"Syrian Arab Rep.",,1,,,,,,1
2013,"United States of America","Syrian Arab Rep.",3802,1378,,,,,,5180
2013,Yemen,"Syrian Arab Rep.",54,1761,,,,,,1815
2013,"South Africa","Syrian Arab Rep.",8,11,,,,,,19
2013,Zambia,"Syrian Arab Rep.",,4,,,,,,4
2014,Angola,"Syrian Arab Rep.",,*,,,,,,
2014,Albania,"Syrian Arab Rep.",*,8,,,,,,11
2014,"United Arab Emirates","Syrian Arab Rep.",28,12,,,,,,40
2014,Argentina,"Syrian Arab Rep.",233,22,,,,,,255
2014,Armenia,"Syrian Arab Rep.",14994,9,,,,,,15003
2014,"Antigua and Barbuda","Syrian Arab Rep.",,*,,,,,,
2014,Australia,"Syrian Arab Rep.",302,174,,,,,,476
2014,Austria,"Syrian Arab Rep.",2748,*,,,,,,2748
2014,Azerbaijan,"Syrian Arab Rep.",7,7,,,,,,14
2014,Belgium,"Syrian Arab Rep.",2620,733,,,,,,3353
2014,Bulgaria,"Syrian Arab Rep.",8501,2510,,,,,,11011
2014,"Bosnia and Herzegovina","Syrian Arab Rep.",25,*,,,,,,27
2014,Belarus,"Syrian Arab Rep.",72,48,,,,,,120
2014,"Bolivia (Plurinational State of)","Syrian Arab Rep.",6,*,,,,,,6
2014,Brazil,"Syrian Arab Rep.",1739,76,,,,,,1815
2014,Barbados,"Syrian Arab Rep.",*,,,,,,,*
2014,"Central African Rep.","Syrian Arab Rep.",,8,,,,,,8
2014,Canada,"Syrian Arab Rep.",705,184,,,,,,889
2014,Switzerland,"Syrian Arab Rep.",5161,3501,,,,,,8662
2014,Chile,"Syrian Arab Rep.",6,10,,,,,,16
2014,China,"Syrian Arab Rep.",5,*,,,,,,6
2014,"Côte d'Ivoire","Syrian Arab Rep.",*,16,,,,,,19
2014,Cameroon,"Syrian Arab Rep.",*,11,,,,,,13
2014,"Dem. Rep. of the Congo","Syrian Arab Rep.",,*,,,,,,*
2014,Colombia,"Syrian Arab Rep.",*,*,,,,,,6
2014,"Costa Rica","Syrian Arab Rep.",5,*,,,,,,9
2014,Cuba,"Syrian Arab Rep.",20,*,,,,,,20
2014,Curaçao,"Syrian Arab Rep.",*,,,,,,,*
2014,Cyprus,"Syrian Arab Rep.",1451,1109,,,,,,2560
2014,"Czech Rep.","Syrian Arab Rep.",236,54,,,,,,290
2014,Germany,"Syrian Arab Rep.",40994,29591,,,,,,70585
2014,Djibouti,"Syrian Arab Rep.",,*,,,,,,*
2014,Denmark,"Syrian Arab Rep.",7253,1468,,,,,,8721
2014,"Dominican Rep.","Syrian Arab Rep.",*,*,,,,,,*
2014,Algeria,"Syrian Arab Rep.",,4108,,,,,,4108
2014,Ecuador,"Syrian Arab Rep.",13,,,,,,,13
2014,Egypt,"Syrian Arab Rep.",138381,,,,,,,138381
2014,Spain,"Syrian Arab Rep.",1336,781,,,,,,2117
2014,Estonia,"Syrian Arab Rep.",6,*,,,,,,10
2014,Ethiopia,"Syrian Arab Rep.",,8,,,,,,8
2014,Finland,"Syrian Arab Rep.",438,55,,,,,,493
2014,France,"Syrian Arab Rep.",2882,1239,,,,,,4121
2014,Gabon,"Syrian Arab Rep.",,*,,,,,,*
2014,"United Kingdom","Syrian Arab Rep.",4572,1329,,,,,,5901
2014,Georgia,"Syrian Arab Rep.",471,34,,,,,,505
2014,Ghana,"Syrian Arab Rep.",5,73,,,,,,78
2014,Greece,"Syrian Arab Rep.",3913,182,,,,,,4095
2014,"China, Macao SAR","Syrian Arab Rep.",,*,,,,,,*
2014,Croatia,"Syrian Arab Rep.",22,6,,,,,,28
2014,Hungary,"Syrian Arab Rep.",334,823,,,,,,1157
2014,Indonesia,"Syrian Arab Rep.",43,43,,,,,,86
2014,India,"Syrian Arab Rep.",27,18,,,,,,45
2014,Ireland,"Syrian Arab Rep.",176,11,,,,,,187
2014,Iraq,"Syrian Arab Rep.",234196,1225,,,,,*,235422
2014,Iceland,"Syrian Arab Rep.",7,5,,,,,,12
2014,Israel,"Syrian Arab Rep.",*,,,,,,,*
2014,Italy,"Syrian Arab Rep.",1144,331,,,,,,1475
2014,Jamaica,"Syrian Arab Rep.",*,,,,,,,*
2014,Jordan,"Syrian Arab Rep.",623112,*,,,,,,623112
2014,Japan,"Syrian Arab Rep.",41,12,,,,,,53
2014,Kazakhstan,"Syrian Arab Rep.",14,28,,,,,,42
2014,Kenya,"Syrian Arab Rep.",,5,,,,,,5
2014,Kyrgyzstan,"Syrian Arab Rep.",56,17,,,,,,73
2014,Cambodia,"Syrian Arab Rep.",,*,,,,,,*
2014,"Rep. of Korea","Syrian Arab Rep.",503,64,,,,,,567
2014,Kuwait,"Syrian Arab Rep.",15,7,,,,,,22
2014,Lebanon,"Syrian Arab Rep.",1147494,417,,,,,,1147911
2014,Lebanon,"Syrian Arab Rep.",,,,,,,1992,1992
2014,Liberia,"Syrian Arab Rep.",6,*,,,,,,8
2014,Libya,"Syrian Arab Rep.",18653,,,,,,,18653
2014,"Saint Lucia","Syrian Arab Rep.",*,,,,,,,*
2014,Liechtenstein,"Syrian Arab Rep.",5,*,,,,,,5
2014,"Sri Lanka","Syrian Arab Rep.",*,5,,,,,,8
2014,Lithuania,"Syrian Arab Rep.",20,*,,,,,,24
2014,Luxembourg,"Syrian Arab Rep.",59,60,,,,,,119
2014,Latvia,"Syrian Arab Rep.",52,17,,,,,,69
2014,"Macao SAR, China","Syrian Arab Rep.",,*,,,,,,*
2014,Morocco,"Syrian Arab Rep.",647,,,,,,,647
2014,"Rep. of Moldova","Syrian Arab Rep.",186,22,,,,,,208
2014,Mexico,"Syrian Arab Rep.",13,6,,,,,,19
2014,"The former Yugoslav Republic of Macedonia","Syrian Arab Rep.",11,654,,,,,,665
2014,Mali,"Syrian Arab Rep.",16,*,,,,,,17
2014,Malta,"Syrian Arab Rep.",1047,34,,,,,,1081
2014,Montenegro,"Syrian Arab Rep.",,36,,,,,,36
2014,Mongolia,"Syrian Arab Rep.",*,*,,,,,,*
2014,Mauritania,"Syrian Arab Rep.",41,54,,,,,,95
2014,Malaysia,"Syrian Arab Rep.",447,530,,,,,,977
2014,Niger,"Syrian Arab Rep.",6,*,,,,,,7
2014,Nigeria,"Syrian Arab Rep.",11,17,,,,,,28
2014,Netherlands,"Syrian Arab Rep.",8692,2323,,,,,,11015
2014,Norway,"Syrian Arab Rep.",2568,828,,,,,,3396
2014,Nepal,"Syrian Arab Rep.",,*,,,,,,
2014,Nauru,"Syrian Arab Rep.",,5,,,,,,5
2014,"New Zealand","Syrian Arab Rep.",48,6,,,,,,54
2014,Oman,"Syrian Arab Rep.",7,6,,,,,,13
2014,Pakistan,"Syrian Arab Rep.",16,*,,,,,,17
2014,Peru,"Syrian Arab Rep.",20,*,,,,,,22
2014,Philippines,"Syrian Arab Rep.",19,35,,,,,,54
2014,"Papua New Guinea","Syrian Arab Rep.",*,*,,,,,,*
2014,Poland,"Syrian Arab Rep.",240,34,,,,,,274
2014,Portugal,"Syrian Arab Rep.",15,15,,,,,,30
2014,Paraguay,"Syrian Arab Rep.",7,9,,,,,,16
2014,Qatar,"Syrian Arab Rep.",14,*,,,,,,14
2014,Romania,"Syrian Arab Rep.",1278,114,,,,,,1392
2014,"Russian Federation","Syrian Arab Rep.",1927,413,,,,,,2340
2014,"Saudi Arabia","Syrian Arab Rep.",18,12,,,,,,30
2014,Sudan,"Syrian Arab Rep.",797,238,,,,,,1035
2014,Senegal,"Syrian Arab Rep.",,21,,,,,,21
2014,Somalia,"Syrian Arab Rep.",,63,,,,,,63
2014,"Serbia and Kosovo (S/RES/1244 (1999))","Syrian Arab Rep.",6,238,,,,,,244
2014,"South Sudan","Syrian Arab Rep.",,*,,,,,,*
2014,Slovakia,"Syrian Arab Rep.",40,*,,,,,,40
2014,Slovenia,"Syrian Arab Rep.",20,8,,,,,,28
2014,Sweden,"Syrian Arab Rep.",34285,19011,,,,,,53296
2014,"Syrian Arab Rep.","Syrian Arab Rep.",,,,7632500,,160000,,7792500
2014,Chad,"Syrian Arab Rep.",15,*,,,,,,19
2014,Togo,"Syrian Arab Rep.",,6,,,,,,6
2014,Thailand,"Syrian Arab Rep.",82,168,,,,,,250
2014,"Trinidad and Tobago","Syrian Arab Rep.",8,12,,,,,,20
2014,Tunisia,"Syrian Arab Rep.",558,,,,,,,558
2014,Turkey,"Syrian Arab Rep.",1557899,250,,,,,,1558149
2014,Uganda,"Syrian Arab Rep.",*,13,,,,,,14
2014,Ukraine,"Syrian Arab Rep.",341,594,,,,,,935
2014,Uruguay,"Syrian Arab Rep.",48,11,,,,,,59
2014,"United States of America","Syrian Arab Rep.",4750,2302,,,,,,7052
2014,"Venezuela (Bolivarian Republic of)","Syrian Arab Rep.",,*,,,,,,*
2014,Yemen,"Syrian Arab Rep.",2276,1039,,,,,,3315
2014,"South Africa","Syrian Arab Rep.",28,37,,,,,,65
